Calltime,Nature,CloseCode,Street,Month,Day of Week,Incident ID,Case ID,,
1/1/2013  5:44:55 AM,DOMESTIC DISTURBANCE,4,412 PLAYER DR,January,3 ,2013000097,,,
1/1/2013  5:26:52 AM,DOMESTIC DISTURBANCE IP,2,717 RUSSELL TE,January,3 ,2013000094,201300020,,
1/1/2013  5:00:31 AM,DOMESTIC DISTURBANCE,4,603 EVERETT LN,January,3 ,2013000090,,,
1/1/2013  4:47:16 AM,DOMESTIC DISTURBANCE,4,603 EVERETT LN,January,3 ,2013000089,,,
1/1/2013  4:01:58 AM,DOMESTIC DISTURBANCE IP,1,604 ROLLING GREEN DR,January,3 ,2013000083,201300019,,
1/1/2013  3:24:04 AM,DOMESTIC DISTURBANCE IP,1,115-2B CHESTNUT DR,January,3 ,2013000070,201300017,,
1/1/2013  2:59:30 AM,DOMESTIC DISTURBANCE,5,2530 BELLEMEADE ST,January,3 ,2013000064,,,
1/1/2013  1:42:47 AM,DOMESTIC DISTURBANCE,1,1101-A ADAMS ST,January,3 ,2013000049,201300009,,
1/1/2013  12:18:50 AM,DOMESTIC DISTURBANCE IP,1,1459-E WEST AV,January,3 ,2013000013,201300004,,
1/1/2013  12:03:06 AM,DOMESTIC DISTURBANCE,4,1006 ALBERT AV,January,3 ,2013000006,,,
12/31/2012  11:36:42 PM,DOMESTIC DISTURBANCE,4,754 PARAMOUNT ST,December,2 ,2012167459,,,
12/31/2012  11:35:28 PM,DOMESTIC DISTURBANCE,1,604-3H CLARA COX WY,December,2 ,2012167457,201300001,,
12/31/2012  9:35:01 PM,DOMESTIC DISTURBANCE,8,206 OLD WINSTON RD,December,2 ,2012167376,,,
12/31/2012  9:17:16 PM,DOMESTIC DISTURBANCE IP,8,1006 LEONARD AV,December,2 ,2012167370,,,
12/31/2012  7:58:50 PM,DOMESTIC DISTURBANCE,4,1113-B GARRISON ST,December,2 ,2012167345,,,
12/31/2012  5:45:00 PM,DOMESTIC DISTURBANCE,4,721 HABERSHAM RD,December,2 ,2012167295,,,
12/31/2012  4:57:31 PM,DOMESTIC DISTURBANCE,4,707 HENDRIX ST,December,2 ,2012167277,,,
12/31/2012  4:32:54 PM,DOMESTIC DISTURBANCE IP,4,513 HINES ST,December,2 ,2012167267,,,
12/31/2012  3:54:22 PM,DOMESTIC DISTURBANCE IP,1,513 HINES ST,December,2 ,2012167248,201247306,,
12/31/2012  2:09:37 PM,DOMESTIC DISTURBANCE IP,2,222 SPENCER ST,December,2 ,2012167207,201247289,,
12/31/2012  1:01:37 PM,DOMESTIC DISTURBANCE IP,5,901-A MINT AV,December,2 ,2012167175,,,
12/31/2012  12:00:29 PM,DOMESTIC DISTURBANCE IP,3,1150-D ROBERTS LN,December,2 ,2012167151,201247270,,
12/31/2012  11:22:34 AM,DOMESTIC DISTURBANCE IP,1,1405 MCGUINN DR,December,2 ,2012167119,201247261,,
12/31/2012  10:59:51 AM,DOMESTIC DISTURBANCE IP,1,2518-D AMBASSADOR CT,December,2 ,2012167103,201247256,,
12/30/2012  11:20:48 PM,DOMESTIC DISTURBANCE,1,1536 W ENGLISH RD,December,1 ,2012166958,201247210,,
12/30/2012  12:26:36 PM,DOMESTIC DISTURBANCE IP,1,916 BARBEE AV,December,1 ,2012166741,201247142,,
12/30/2012  5:18:06 AM,DOMESTIC DISTURBANCE IP,1,1010 TABOR ST,December,1 ,2012166648,201247102,,
12/30/2012  4:28:26 AM,DOMESTIC DISTURBANCE IP,1,913-A REDDING DR,December,1 ,2012166639,201247100,,
12/30/2012  2:24:35 AM,DOMESTIC DISTURBANCE IP,1,1415-C WEST AV,December,1 ,2012166621,201247093,,
12/30/2012  2:20:06 AM,DOMESTIC DISTURBANCE,4,1604 E COMMERCE AV,December,1 ,2012166619,,,
12/30/2012  12:35:45 AM,DOMESTIC DISTURBANCE,4,1113-B CAMPBELL ST,December,1 ,2012166599,,,
12/29/2012  11:58:36 PM,DOMESTIC DISTURBANCE,8,1008 ANDERSON PL,December,7 ,2012166593,,,
12/29/2012  11:54:44 PM,DOMESTIC DISTURBANCE,8,1399 WAVERLY ST/WILLIAMS AV,December,7 ,2012166590,,,
12/29/2012  11:30:11 PM,DOMESTIC DISTURBANCE,4,1604 E COMMERCE AV,December,7 ,2012166580,,,
12/29/2012  10:29:51 PM,DOMESTIC DISTURBANCE,2,1212 N COLLEGE DR,December,7 ,2012166556,201247076,,
12/29/2012  8:42:11 PM,DOMESTIC DISTURBANCE IP,1,1138 MONTLIEU AV,December,7 ,2012166517,201247061,,
12/29/2012  8:09:32 PM,DOMESTIC DISTURBANCE IP,1,1621 N HAMILTON ST,December,7 ,2012166511,201247060,,
12/29/2012  6:24:25 PM,DOMESTIC DISTURBANCE IP,1,207 HODGIN ST,December,7 ,2012166462,201247049,,
12/29/2012  4:18:09 PM,DOMESTIC DISTURBANCE IP,1,114 GREENSBORO RD,December,7 ,2012166423,201247028,,
12/29/2012  3:44:43 PM,DOMESTIC DISTURBANCE,1,2419 ROBBINS ST,December,7 ,2012166408,201247025,,
12/29/2012  1:21:36 PM,DOMESTIC DISTURBANCE IP,1,1812 WELBORN ST,December,7 ,2012166361,201247006,,
12/29/2012  11:49:03 AM,DOMESTIC DISTURBANCE IP,2,1420-B E COMMERCE AV,December,7 ,2012166340,201246999,,
12/29/2012  9:17:27 AM,DOMESTIC DISTURBANCE IP,2,1803 CAROLINA ST,December,7 ,2012166293,201246988,,
12/29/2012  3:24:43 AM,DOMESTIC DISTURBANCE IP,1,611 BRIDGES DR,December,7 ,2012166253,201246976,,
12/29/2012  3:03:07 AM,DOMESTIC DISTURBANCE,4,611 BIRDWOOD WY,December,7 ,2012166252,,,
12/29/2012  1:46:58 AM,DOMESTIC DISTURBANCE IP,1,2420-1E BELLEMEADE ST,December,7 ,2012166234,201246971,,
12/29/2012  12:58:33 AM,DOMESTIC DISTURBANCE IP,1,1554 W ENGLISH RD,December,7 ,2012166226,201246966,,
12/29/2012  12:47:29 AM,DOMESTIC DISTURBANCE IP,2,1901 LAZY LN,December,7 ,2012166223,201246964,,
12/28/2012  10:16:02 PM,DOMESTIC DISTURBANCE IP,1,3009-H INGLESIDE DR,December,6 ,2012166142,201246924,,
12/28/2012  10:07:12 PM,DOMESTIC DISTURBANCE,4,1212 R C BALDWIN AV,December,6 ,2012166137,,,
12/28/2012  10:52:14 AM,DOMESTIC DISTURBANCE IP,1,805-1H SHARON WY,December,6 ,2012165889,201246830,,
12/28/2012  7:30:22 AM,DOMESTIC DISTURBANCE IP,2,217-17 N LINDSAY ST,December,6 ,2012165828,201246813,,
12/28/2012  2:38:34 AM,DOMESTIC DISTURBANCE IP,1,113-G OAKWOOD ST,December,6 ,2012165799,201246806,,
12/28/2012  2:26:39 AM,DOMESTIC DISTURBANCE IP,1,106 EASTVIEW PL,December,6 ,2012165796,201246804,,
12/28/2012  12:21:38 AM,DOMESTIC DISTURBANCE IP,1,701-603 S ELM ST,December,6 ,2012165779,201246797,,
12/27/2012  9:47:02 PM,DOMESTIC DISTURBANCE,1,1906 E RUSSELL AV,December,5 ,2012165738,201246781,,
12/27/2012  9:06:33 PM,DOMESTIC DISTURBANCE IP,4,4033 BANOAK ST,December,5 ,2012165725,,,
12/27/2012  8:50:11 PM,DOMESTIC DISTURBANCE,1,2432 WILLIAMS AV,December,5 ,2012165720,201246785,,
12/27/2012  8:00:05 PM,DOMESTIC DISTURBANCE IP,1,1129 TABOR ST,December,5 ,2012165697,201246777,,
12/27/2012  7:16:30 PM,DOMESTIC DISTURBANCE IP,1,123 MANOR DR,December,5 ,2012165679,201246767,,
12/27/2012  1:58:16 PM,DOMESTIC DISTURBANCE IP,1,1210 CEDROW DR,December,5 ,2012165554,201246738,,
12/27/2012  1:39:43 PM,DOMESTIC DISTURBANCE,2,817 W FAIRFIELD RD,December,5 ,2012165546,201246735,,
12/27/2012  12:57:14 PM,DOMESTIC DISTURBANCE,4,404 MONTLIEU AV,December,5 ,2012165522,,,
12/27/2012  4:02:09 AM,DOMESTIC DISTURBANCE IP,1,1110 E RUSSELL AV,December,5 ,2012165383,201246682,,
12/27/2012  1:05:12 AM,DOMESTIC DISTURBANCE IP,1,604 ROLLING GREEN DR,December,5 ,2012165370,201246677,,
12/27/2012  12:38:50 AM,DOMESTIC DISTURBANCE IP,1,601-B CHESTNUT DR,December,5 ,2012165368,201246681,,
12/26/2012  11:31:32 PM,DOMESTIC DISTURBANCE IP,2,2804-C MORELAND AV,December,4 ,2012165359,201246673,,
12/26/2012  11:16:44 PM,DOMESTIC DISTURBANCE IP,1,2615 S MAIN ST,December,4 ,2012165355,201246671,,
12/26/2012  8:06:03 PM,DOMESTIC DISTURBANCE IP,1,809-B E GREEN DR,December,4 ,2012165293,201246656,,
12/26/2012  6:54:34 PM,DOMESTIC DISTURBANCE IP,1,634 GRAND ST,December,4 ,2012165277,201246651,,
12/26/2012  6:12:36 PM,DOMESTIC DISTURBANCE IP,1,4144 TECUMSEH ST,December,4 ,2012165265,201246646,,
12/26/2012  3:04:38 PM,DOMESTIC DISTURBANCE IP,1,833 HEDGEPATH TE,December,4 ,2012165205,201246628,,
12/26/2012  2:07:02 PM,DOMESTIC DISTURBANCE,4,1310 BENCINI PL,December,4 ,2012165189,,,
12/26/2012  2:02:17 PM,DOMESTIC DISTURBANCE,4,1903 FERN AV,December,4 ,2012165187,,,
12/26/2012  1:32:36 PM,DOMESTIC DISTURBANCE,4,1413-A WEST AV,December,4 ,2012165179,,,
12/26/2012  6:38:38 AM,DOMESTIC DISTURBANCE,4,607-C GRANBY AV,December,4 ,2012165088,,,
12/26/2012  5:31:10 AM,DOMESTIC DISTURBANCE,4,208-A TURNER PL,December,4 ,2012165082,,,
12/26/2012  3:37:51 AM,DOMESTIC DISTURBANCE,6,1822 JOHNSON ST,December,4 ,2012165073,,,
12/26/2012  12:45:32 AM,DOMESTIC DISTURBANCE IP,1,1018 HICKORY CHAPEL RD,December,4 ,2012165063,201246618,,
12/26/2012  12:13:35 AM,DOMESTIC DISTURBANCE IP,4,1018 HICKORY CHAPEL RD,December,4 ,2012165059,,,
12/25/2012  11:53:13 PM,DOMESTIC DISTURBANCE IP,1,1018 HICKORY CHAPEL RD,December,3 ,2012165054,201246615,,
12/25/2012  11:22:51 PM,DOMESTIC DISTURBANCE,4,1118 CAMPBELL ST,December,3 ,2012165044,,,
12/25/2012  10:34:54 PM,DOMESTIC DISTURBANCE,4,1118 CAMPBELL ST,December,3 ,2012165035,,,
12/25/2012  9:47:34 PM,DOMESTIC DISTURBANCE,5,2300 GORDON RD,December,3 ,2012165026,,,
12/25/2012  9:45:00 PM,DOMESTIC DISTURBANCE,5,626-B HENDRIX ST,December,3 ,2012165025,,,
12/25/2012  9:37:01 PM,DOMESTIC DISTURBANCE,1,618 E KEARNS AV,December,3 ,2012165023,201246608,,
12/25/2012  9:18:08 PM,DOMESTIC DISTURBANCE,4,112 MARYWOOD DR,December,3 ,2012165018,,,
12/25/2012  8:13:21 PM,DOMESTIC DISTURBANCE,4,626-B HENDRIX ST,December,3 ,2012165004,,,
12/25/2012  8:03:45 PM,DOMESTIC DISTURBANCE IP,1,912-F LAKECREST AV,December,3 ,2012164998,201246603,,
12/25/2012  5:21:04 PM,DOMESTIC DISTURBANCE,8,301 E STATE AV,December,3 ,2012164976,,,
12/25/2012  4:08:12 PM,DOMESTIC DISTURBANCE IP,1,1630 BEAUCREST AV,December,3 ,2012164957,201246597,,
12/25/2012  12:48:42 PM,DOMESTIC DISTURBANCE IP,4,626-B HENDRIX ST,December,3 ,2012164930,,,
12/25/2012  12:05:07 PM,DOMESTIC DISTURBANCE IP,1,1004 HICKORY CHAPEL RD,December,3 ,2012164923,201246596,,
12/25/2012  2:43:03 AM,DOMESTIC DISTURBANCE,1,1008 N ROTARY DR,December,3 ,2012164854,201246589,,
12/25/2012  12:29:19 AM,DOMESTIC DISTURBANCE,2,1606 PERSHING ST,December,3 ,2012164820,201246586,,
12/24/2012  11:17:47 PM,DOMESTIC DISTURBANCE,4,405 W PARKWAY AV,December,2 ,2012164798,,,
12/24/2012  8:43:51 PM,DOMESTIC DISTURBANCE IP,2,421 WRIGHT ST,December,2 ,2012164766,201246570,,
12/24/2012  6:33:10 PM,DOMESTIC DISTURBANCE,4,423 NATHAN HUNT DR,December,2 ,2012164740,,,
12/24/2012  6:11:06 PM,DOMESTIC DISTURBANCE IP,5,2850 S MAIN ST,December,2 ,2012164735,,,
12/24/2012  5:43:27 PM,DOMESTIC DISTURBANCE,4,3499 MORRIS FARM DR/SPRING MEADOW PL,December,2 ,2012164730,,,
12/24/2012  2:30:08 PM,DOMESTIC DISTURBANCE IP,1,2610 S MAIN ST,December,2 ,2012164667,201246544,,
12/24/2012  1:54:06 PM,DOMESTIC DISTURBANCE IP,1,2403 DELAWARE PL,December,2 ,2012164653,201246543,,
12/24/2012  1:32:55 PM,DOMESTIC DISTURBANCE IP,5,597 W WARD AV/CASSELL ST,December,2 ,2012164643,,,
12/24/2012  10:30:16 AM,DOMESTIC DISTURBANCE IP,2,4413-1A FELDSPAR CT,December,2 ,2012164581,201246533,,
12/24/2012  2:18:34 AM,DOMESTIC DISTURBANCE IP,2,2527-E AMBASSADOR CT,December,2 ,2012164513,201246525,,
12/24/2012  12:58:07 AM,DOMESTIC DISTURBANCE IP,1,1536 W ENGLISH RD,December,2 ,2012164504,201246523,,
12/23/2012  7:19:13 PM,DOMESTIC DISTURBANCE,3,627 WESLEY DR,December,1 ,2012164397,201246490,,
12/23/2012  12:30:51 PM,DOMESTIC DISTURBANCE IP,1,815 HENDRIX ST,December,1 ,2012164285,201246450,,
12/23/2012  11:22:01 AM,DOMESTIC DISTURBANCE IP,2,1740-H N HAMILTON ST,December,1 ,2012164271,201246451,,
12/23/2012  10:48:25 AM,DOMESTIC DISTURBANCE,4,1611 ZELMA AV,December,1 ,2012164265,,,
12/23/2012  10:38:18 AM,DOMESTIC DISTURBANCE,4,405 CABLE ST,December,1 ,2012164260,,,
12/23/2012  3:52:21 AM,DOMESTIC DISTURBANCE,8,1009-D ROBERTS LN,December,1 ,2012164181,,,
12/23/2012  2:40:48 AM,DOMESTIC DISTURBANCE IP,1,1212-A E COMMERCE AV,December,1 ,2012164169,201246418,,
12/23/2012  12:32:37 AM,DOMESTIC DISTURBANCE IP,2,412 E DAYTON AV,December,1 ,2012164136,201246413,,
12/22/2012  11:14:09 PM,DOMESTIC DISTURBANCE,4,301 GRICLAR ST,December,7 ,2012164090,,,
12/22/2012  11:08:03 PM,DOMESTIC DISTURBANCE IP,1,103 GAYLORD CT,December,7 ,2012164084,201246397,,
12/22/2012  7:31:30 PM,DOMESTIC DISTURBANCE IP,1,115-L OAKWOOD ST,December,7 ,2012164006,201246369,,
12/22/2012  7:31:17 PM,DOMESTIC DISTURBANCE IP,2,2519 INGLESIDE DR,December,7 ,2012164005,201246368,,
12/22/2012  6:59:30 PM,DOMESTIC DISTURBANCE IP,1,916 ASHEBORO ST,December,7 ,2012163992,201246366,,
12/22/2012  4:27:58 PM,DOMESTIC DISTURBANCE,4,904 GORDON ST,December,7 ,2012163936,,,
12/22/2012  2:51:57 PM,DOMESTIC DISTURBANCE IP,1,119 GREENSBORO RD,December,7 ,2012163902,201246333,,
12/22/2012  2:12:19 PM,DOMESTIC DISTURBANCE,8,1404 PARKSIDE DR,December,7 ,2012163891,,,
12/22/2012  11:03:30 AM,DOMESTIC DISTURBANCE IP,1,711 PARK ST,December,7 ,2012163828,201246315,,
12/22/2012  9:57:27 AM,DOMESTIC DISTURBANCE IP,1,1432 BAILEY CI,December,7 ,2012163807,201246310,,
12/22/2012  9:15:13 AM,DOMESTIC DISTURBANCE,4,2003 W ROTARY DR,December,7 ,2012163795,,,
12/22/2012  6:09:21 AM,DOMESTIC DISTURBANCE IP,1,212 EDGEDALE DR,December,7 ,2012163759,201246300,,
12/22/2012  4:22:01 AM,DOMESTIC DISTURBANCE IP,2,1407 FORREST ST,December,7 ,2012163753,201246298,,
12/22/2012  12:59:18 AM,DOMESTIC DISTURBANCE,4,804 ERNEST CT,December,7 ,2012163719,,,
12/22/2012  12:54:09 AM,DOMESTIC DISTURBANCE IP,1,1100 TEXTILE PL,December,7 ,2012163715,201246288,,
12/21/2012  10:17:59 PM,DOMESTIC DISTURBANCE IP,1,701-1006 S ELM ST,December,6 ,2012163637,201246273,,
12/21/2012  9:50:58 PM,DOMESTIC DISTURBANCE,1,1413-A WEST AV,December,6 ,2012163625,201246262,,
12/21/2012  8:41:32 PM,DOMESTIC DISTURBANCE,4,712 S ELM ST,December,6 ,2012163581,,,
12/21/2012  7:56:34 PM,DOMESTIC DISTURBANCE,4,1205 RAGAN AV,December,6 ,2012163555,,,
12/20/2012  6:03:54 PM,DOMESTIC DISTURBANCE,4,1299 E COMMERCE AV/EVANS ST,December,5 ,2012163076,,,
12/20/2012  5:33:16 PM,DOMESTIC DISTURBANCE,4,300 ELMHURST AV,December,5 ,2012163062,,,
12/20/2012  5:28:51 PM,DOMESTIC DISTURBANCE,4,603 KENT ST,December,5 ,2012163061,,,
12/20/2012  4:31:57 PM,DOMESTIC DISTURBANCE IP,1,3940 HICKSWOOD FOREST CT,December,5 ,2012163046,201246069,,
12/20/2012  2:45:39 PM,DOMESTIC DISTURBANCE IP,1,3705-3B MORRIS FARM DR,December,5 ,2012162991,201246054,,
12/20/2012  2:10:38 PM,DOMESTIC DISTURBANCE,4,133 SPRING GARDEN CI,December,5 ,2012162975,,,
12/20/2012  1:58:50 PM,DOMESTIC DISTURBANCE,4,2717 SPRING BROOK CI,December,5 ,2012162965,,,
12/20/2012  11:35:33 AM,DOMESTIC DISTURBANCE IP,1,305-B PICKETT PL,December,5 ,2012162889,201246026,,
12/20/2012  9:11:30 AM,DOMESTIC DISTURBANCE IP,1,617-F GRANBY AV,December,5 ,2012162798,201245986,,
12/20/2012  7:05:54 AM,DOMESTIC DISTURBANCE IP,1,115-2B CHESTNUT DR,December,5 ,2012162730,201245962,,
12/20/2012  3:06:02 AM,DOMESTIC DISTURBANCE,4,2507 TUXEDO WY,December,5 ,2012162703,,,
12/20/2012  2:54:37 AM,DOMESTIC DISTURBANCE IP,1,115-2B CHESTNUT DR,December,5 ,2012162701,201245953,,
12/19/2012  11:19:00 PM,DOMESTIC DISTURBANCE IP,1,1500 W ENGLISH RD,December,4 ,2012162677,201245945,,
12/19/2012  9:52:01 PM,DOMESTIC DISTURBANCE,4,100 EDGEWORTH ST/W KIVETT DR,December,4 ,2012162653,,,
12/19/2012  7:02:53 PM,DOMESTIC DISTURBANCE,4,2477 INGLESIDE DR,December,4 ,2012162601,,,
12/19/2012  4:48:44 PM,DOMESTIC DISTURBANCE IP,1,411 PINE GROVE DR,December,4 ,2012162535,201245916,,
12/19/2012  4:05:09 PM,DOMESTIC DISTURBANCE,4,300 ELMHURST AV,December,4 ,2012162512,,,
12/19/2012  4:04:48 PM,DOMESTIC DISTURBANCE,1,4701 WELLFORD CT,December,4 ,2012162511,201245905,,
12/19/2012  12:15:11 PM,DOMESTIC DISTURBANCE,4,2710-G INGRAM RD,December,4 ,2012162410,,,
12/19/2012  7:30:39 AM,DOMESTIC DISTURBANCE,1,341-A HENLEY ST,December,4 ,2012162291,201245837,,
12/19/2012  12:00:49 AM,DOMESTIC DISTURBANCE IP,1,2105 FRANCIS ST,December,4 ,2012162247,201245829,,
12/18/2012  11:49:06 PM,DOMESTIC DISTURBANCE,4,1607 E COMMERCE AV,December,3 ,2012162241,,,
12/18/2012  8:34:46 PM,DOMESTIC DISTURBANCE IP,2,206-A TAYLOR AV,December,3 ,2012162145,201245790,,
12/18/2012  7:03:01 PM,DOMESTIC DISTURBANCE IP,1,3229 N CENTENNIAL ST,December,3 ,2012162117,201245781,,
12/18/2012  3:05:07 PM,DOMESTIC DISTURBANCE IP,1,603 BARBEE AV,December,3 ,2012162000,201245744,,
12/18/2012  10:32:40 AM,DOMESTIC DISTURBANCE IP,8,1000-D SALES ST,December,3 ,2012161873,,,
12/18/2012  5:13:12 AM,DOMESTIC DISTURBANCE IP,2,1910 WHITEHALL ST,December,3 ,2012161791,201245695,,
12/18/2012  3:50:30 AM,DOMESTIC DISTURBANCE,4,220 PRINCETON AV,December,3 ,2012161782,,,
12/18/2012  12:44:20 AM,DOMESTIC DISTURBANCE IP,1,2534-E SUFFOLK AV,December,3 ,2012161763,201245688,,
12/17/2012  10:48:12 PM,DOMESTIC DISTURBANCE,6,1301 HOOVER AV,December,2 ,2012161729,,,
12/17/2012  9:57:15 PM,DOMESTIC DISTURBANCE,5,1419 JOHNSON ST/HAMILTON PL,December,2 ,2012161704,,,
12/17/2012  3:26:28 PM,DOMESTIC DISTURBANCE IP,1,309 OAKWOOD ST,December,2 ,2012161566,201245616,,
12/17/2012  7:27:31 AM,DOMESTIC DISTURBANCE,4,417 DENNY ST,December,2 ,2012161381,,,
12/17/2012  12:54:36 AM,DOMESTIC DISTURBANCE IP,4,2229-L SHADOW VALLEY RD,December,2 ,2012161319,,,
12/17/2012  12:38:35 AM,DOMESTIC DISTURBANCE IP,1,1459 CEDROW DR,December,2 ,2012161316,201245552,,
12/16/2012  10:54:30 PM,DOMESTIC DISTURBANCE IP,1,423 WELCH DR,December,1 ,2012161297,201245545,,
12/16/2012  7:47:55 PM,DOMESTIC DISTURBANCE IP,2,120 SW CLOVERLEAF PL,December,1 ,2012161250,201245536,,
12/16/2012  7:39:45 PM,DOMESTIC DISTURBANCE,4,1607 E COMMERCE AV,December,1 ,2012161247,,,
12/16/2012  5:40:55 PM,DOMESTIC DISTURBANCE IP,1,120 SW CLOVERLEAF PL,December,1 ,2012161214,201245528,,
12/16/2012  3:00:31 PM,DOMESTIC DISTURBANCE,1,600 HABERSHAM RD,December,1 ,2012161164,201245510,,
12/16/2012  2:20:10 PM,DOMESTIC DISTURBANCE IP,1,1700 DEEP RIVER RD,December,1 ,2012161156,201245511,,
12/16/2012  12:28:08 PM,DOMESTIC DISTURBANCE IP,1,4456-2C PLATINUM DR,December,1 ,2012161132,201245503,,
12/16/2012  1:51:41 AM,DOMESTIC DISTURBANCE IP,1,1222 GUYER ST,December,1 ,2012161030,201245482,,
12/16/2012  1:15:16 AM,DOMESTIC DISTURBANCE,6,500-BLK BLAIN CT,December,1 ,2012161018,,,
12/16/2012  12:39:21 AM,DOMESTIC DISTURBANCE IP,1,1223 FRANKLIN AV,December,1 ,2012161008,201245479,,
12/16/2012  12:00:20 AM,DOMESTIC DISTURBANCE,4,2000 BRENTWOOD ST,December,1 ,2012160999,,,
12/15/2012  9:42:42 PM,DOMESTIC DISTURBANCE IP,1,1412 DELK DR,December,7 ,2012160948,201245458,,
12/15/2012  9:05:14 PM,DOMESTIC DISTURBANCE IP,1,799 PARK ST/WISE AV,December,7 ,2012160929,201245456,,
12/15/2012  8:43:14 PM,DOMESTIC DISTURBANCE IP,1,6050 RED CEDAR DR,December,7 ,2012160919,201245449,,
12/15/2012  8:41:32 PM,DOMESTIC DISTURBANCE IP,1,421 WRIGHT ST,December,7 ,2012160918,201245447,,
12/15/2012  7:54:45 PM,DOMESTIC DISTURBANCE,4,2208 E GREEN DR,December,7 ,2012160908,,,
12/15/2012  7:44:59 PM,DOMESTIC DISTURBANCE,4,136 SPRING GARDEN CI,December,7 ,2012160904,,,
12/15/2012  7:33:30 PM,DOMESTIC DISTURBANCE IP,1,421 WRIGHT ST,December,7 ,2012160902,201245445,,
12/15/2012  5:30:48 PM,DOMESTIC DISTURBANCE IP,1,2100 N MAIN ST,December,7 ,2012160873,201245438,,
12/15/2012  3:51:19 PM,DOMESTIC DISTURBANCE,5,BUSINESS I-85/W GREEN DR,December,7 ,2012160835,,,
12/15/2012  3:06:32 PM,DOMESTIC DISTURBANCE,4,281 DOROTHY ST,December,7 ,2012160825,,,
12/15/2012  2:02:17 PM,DOMESTIC DISTURBANCE IP,1,712 S ELM ST,December,7 ,2012160798,201245417,,
12/15/2012  10:40:39 AM,DOMESTIC DISTURBANCE IP,2,825 WASHINGTON ST,December,7 ,2012160743,201245405,,
12/15/2012  2:34:31 AM,DOMESTIC DISTURBANCE IP,1,535 FLINT AV,December,7 ,2012160637,201245359,,
12/15/2012  1:45:26 AM,DOMESTIC DISTURBANCE IP,1,1704 EDMONDSON PL,December,7 ,2012160625,201245356,,
12/14/2012  11:55:06 PM,DOMESTIC DISTURBANCE IP,2,1516 JOHNSON ST,December,6 ,2012160589,201245340,,
12/14/2012  11:46:24 PM,DOMESTIC DISTURBANCE IP,1,209 HAY ST,December,6 ,2012160583,201245339,,
12/14/2012  11:29:38 PM,DOMESTIC DISTURBANCE IP,1,513-B E COMMERCE AV,December,6 ,2012160577,201245345,,
12/14/2012  11:13:53 PM,DOMESTIC DISTURBANCE IP,1,303 SINCLAIR AV,December,6 ,2012160567,201245326,,
12/14/2012  9:46:57 PM,DOMESTIC DISTURBANCE IP,1,3761 COTTESMORE DR,December,6 ,2012160517,201245294,,
12/14/2012  8:46:08 PM,DOMESTIC DISTURBANCE,1,3761 COTTESMORE DR,December,6 ,2012160486,201245294,,
12/14/2012  7:02:57 PM,DOMESTIC DISTURBANCE,4,1399 WEST AV/N DOWNING ST,December,6 ,2012160447,,,
12/14/2012  6:58:56 PM,DOMESTIC DISTURBANCE,1,941-A COUNCIL ST,December,6 ,2012160444,201245278,,
12/14/2012  5:01:10 PM,DOMESTIC DISTURBANCE,4,1316 COOK ST,December,6 ,2012160406,,,
12/14/2012  3:03:25 PM,DOMESTIC DISTURBANCE IP,1,1812 WELBORN ST,December,6 ,2012160339,201245250,,
12/14/2012  2:43:39 PM,DOMESTIC DISTURBANCE,4,2004 VAN BUREN ST,December,6 ,2012160328,,,
12/14/2012  2:32:25 PM,DOMESTIC DISTURBANCE,4,808-705 LAKECREST AV,December,6 ,2012160324,,,
12/14/2012  12:23:24 PM,DOMESTIC DISTURBANCE IP,1,1420 MADISON ST,December,6 ,2012160286,201245232,,
12/14/2012  11:50:12 AM,DOMESTIC DISTURBANCE,4,2509 DALLAS AV,December,6 ,2012160266,,,
12/13/2012  11:47:55 PM,DOMESTIC DISTURBANCE IP,1,5010-1B SAMET DR,December,5 ,2012160073,201245164,,
12/13/2012  9:29:09 PM,DOMESTIC DISTURBANCE,2,1411 E GREEN DR,December,5 ,2012160013,201245137,,
12/13/2012  6:18:57 PM,DOMESTIC DISTURBANCE IP,1,4118 CARROLL RIDGE CT,December,5 ,2012159939,201245122,,
12/13/2012  6:03:19 PM,DOMESTIC DISTURBANCE,4,2325 SCOUTING CT,December,5 ,2012159927,,,
12/13/2012  4:58:32 PM,DOMESTIC DISTURBANCE,5,336 S MAIN ST,December,5 ,2012159900,,,
12/13/2012  8:05:16 AM,DOMESTIC DISTURBANCE IP,1,3716-3B SPANISH PEAK DR,December,5 ,2012159633,201245028,,
12/13/2012  7:21:30 AM,DOMESTIC DISTURBANCE IP,1,1423-B FURLOUGH AV,December,5 ,2012159620,201245024,,
12/13/2012  6:44:26 AM,DOMESTIC DISTURBANCE IP,1,2909-B ESCO PL,December,5 ,2012159611,201245021,,
12/13/2012  1:41:37 AM,DOMESTIC DISTURBANCE,4,1211 E RUSSELL AV,December,5 ,2012159584,,,
12/12/2012  10:46:08 PM,DOMESTIC DISTURBANCE IP,1,271 EASTCHESTER DR,December,4 ,2012159528,201244991,,
12/12/2012  10:20:41 PM,DOMESTIC DISTURBANCE,4,1290-2A BURTON AV,December,4 ,2012159518,,,
12/12/2012  6:32:20 PM,DOMESTIC DISTURBANCE,4,1007 STANTON PL,December,4 ,2012159462,,,
12/12/2012  11:17:02 AM,DOMESTIC DISTURBANCE,4,2506-A FRIENDS AV,December,4 ,2012159273,,,
